Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kova?evi?, T., Perkovi?, T., ?agalj, M.",56024591600; 35186349800; 15724563800,Flashing displays: User-friendly solution for bootstrapping secure associations between multiple constrained wireless devices,2016,Security and Communication Networks,9,10,,1050,1071,,4,10.1002/sec.1400,https://www.scopus.com/inward/record.url?eid=2-s2.0-84951336137&partnerID=40&md5=d840b633c728c06f04271f4af13820ab,Article,Final,,Scopus,2-s2.0-84951336137
"Braun, R., Lasway, C., Agarwal, S., L'Engle, K., Layer, E., Silas, L., Mwakibete, A., Kudrati, M.",57188992104; 36519205000; 56270102100; 8417193800; 55515174700; 57189003409; 57188991423; 6504833717,An evaluation of a family planning mobile job aid for community health workers in Tanzania,2016,Contraception,94,1,,27,33,,4,10.1016/j.contraception.2016.03.016,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964670214&partnerID=40&md5=8c7db9d1eda8f2fc1f854974130d58d7,Article,Final,,Scopus,2-s2.0-84964670214
"Shirali, G., Erickson, L., Apperson, J., Goggin, K., Williams, D., Reid, K., Bradley-Ewing, A., Tucker, D., Bingler, M., Spertus, J., Rabbitt, L., Stroup, R.",6701460809; 57189322742; 57189321015; 6701593304; 56849658000; 8679241100; 24722638000; 57189325459; 6504266328; 55449276500; 36151268100; 57196275290,Harnessing teams and technology to improve outcomes in infants with single ventricle,2016,Circulation: Cardiovascular Quality and Outcomes,9,3,,303,311,,4,10.1161/CIRCOUTCOMES.115.002452,https://www.scopus.com/inward/record.url?eid=2-s2.0-84969143055&partnerID=40&md5=dcf8a6e9508c4530264db4ebe9fb51aa,Article,Final,Open Access,Scopus,2-s2.0-84969143055
"Hadian, M., Liang, X., Altuwaiyan, T., Mahmoud, M.M.E.A.",57192109991; 36166745600; 57192113450; 9943923900,Privacy-preserving mhealth data release with pattern consistency,2016,"2016 IEEE Global Communications Conference, GLOBECOM 2016 - Proceedings",,,7842173,,,,4,10.1109/GLOCOM.2016.7842173,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015404493&partnerID=40&md5=c3d37a4566d6332f16dbaaac6b86b0c7,Conference Paper,Final,,Scopus,2-s2.0-85015404493
"Roy, A., Zalzala, A.M.S., Kumar, A.",57161862200; 7003826898; 57161389800,Disruption of things: A model to facilitate adoption of IoT-based innovations by the urban poor,2016,Procedia Engineering,159,,,199,209,,4,10.1016/j.proeng.2016.08.159,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994060980&partnerID=40&md5=b8cbdafc1863d24859fa0770e166ac8f,Conference Paper,Final,Open Access,Scopus,2-s2.0-84994060980
"Kang, J.J., Luan, T.H., Larkin, H.",56727031400; 35248369400; 17434395600,Enhancement of sensor data transmission by inference and efficient data processing,2016,Communications in Computer and Information Science,651,,,81,92,,4,10.1007/978-981-10-2741-3_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-84989815785&partnerID=40&md5=06a13e1f7f065b3ba236f01a17e3a5b0,Conference Paper,Final,,Scopus,2-s2.0-84989815785
"Ramli, S.N., Ahmad, R., Abdollah, M.F.",54955926300; 57201837628; 24463276400,A secure data authentication in wireless body area network for health monitoring using electrocardiogram-based key agreement,2016,International Review on Computers and Software,11,7,,622,630,,4,10.15866/irecos.v11i7.9591,https://www.scopus.com/inward/record.url?eid=2-s2.0-84989323048&partnerID=40&md5=5043a12eb1fb857de68a8d4953c06b08,Article,Final,,Scopus,2-s2.0-84989323048
"Kasemsap, K.",56926697100,Radio frequency identification and mobile ad-hoc network: Theories and applications,2016,Handbook of Research on Recent Developments in Intelligent Communication Application,,,,63,95,,3,10.4018/978-1-5225-1785-6.ch003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016349906&partnerID=40&md5=023923cc4ad88b7e87bb99630fdaef27,Book Chapter,Final,,Scopus,2-s2.0-85016349906
"Vithanwattana, N., Mapp, G., George, C.",57192155155; 15022766600; 15520522500,mHealth - Investigating an information security framework for mHealth data: Challenges and possible solutions,2016,"Proceedings - 12th International Conference on Intelligent Environments, IE 2016",,,7723512,258,261,,3,10.1109/IE.2016.59,https://www.scopus.com/inward/record.url?eid=2-s2.0-84998631494&partnerID=40&md5=e594bd957ae4543c37438bca7785a250,Conference Paper,Final,,Scopus,2-s2.0-84998631494
"Lebedev, N., Timofeev, I., Zavialova, I.",57191360128; 55886665600; 57191359093,Design and implementation of the first aid assistance service based on Smart-M3 platform,2016,"Conference of Open Innovation Association, FRUCT",2016-September,,7561524,174,180,,3,10.1109/FRUCT-ISPIT.2016.7561524,https://www.scopus.com/inward/record.url?eid=2-s2.0-84989208935&partnerID=40&md5=e87b90bcaea6e8d485083a72f57eefc1,Conference Paper,Final,,Scopus,2-s2.0-84989208935
"Villarreal, V., Hervás, R., Bravo, J.",24825403100; 14832566100; 57031422700,A Systematic Review for Mobile Monitoring Solutions in M-Health,2016,Journal of Medical Systems,40,9,199,,,,3,10.1007/s10916-016-0559-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979690339&partnerID=40&md5=f5b399ba9106d07883e5e6179a19e28a,Article,Final,,Scopus,2-s2.0-84979690339
"Aranki, D., Kurillo, G., Mani, A., Azar, P., Gaalen, J.V., Peng, Q., Nigam, P., Reddy, M.P., Sankavaram, S., Wu, Q., Bajcsy, R.",56712095000; 16426116000; 57191162843; 57191163939; 57191159327; 57191158626; 57191164844; 57191162284; 57191154556; 57191164360; 7006078015,A Telemonitoring Framework for Android Devices,2016,"Proceedings - 2016 IEEE 1st International Conference on Connected Health: Applications, Systems and Engineering Technologies, CHASE 2016",,,7545843,282,291,,3,10.1109/CHASE.2016.28,https://www.scopus.com/inward/record.url?eid=2-s2.0-84987657193&partnerID=40&md5=acfc1ae0053b2d5a870f48b3db6905c3,Conference Paper,Final,,Scopus,2-s2.0-84987657193
"Baek, S., Seo, S.-H., Kim, S.",56397539400; 55273937600; 15056945100,Preserving patient's anonymity for mobile healthcare system in IoT environment,2016,International Journal of Distributed Sensor Networks,12,7,,,,,3,10.1177/155014772171642,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992642913&partnerID=40&md5=457f529cf715a58dd7a370a969c830ba,Article,Final,Open Access,Scopus,2-s2.0-84992642913
"Kanjee, M.R., Liu, H.",34267582600; 55719418300,Authentication and key relay in medical cyber-physical systems,2016,Security and Communication Networks,9,9,,874,885,,3,10.1002/sec.1009,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964889250&partnerID=40&md5=738f0fb5e0fd27fc47b6034283f60752,Article,Final,,Scopus,2-s2.0-84964889250
"Chang, C., Srirama, S.N., Liyanage, M.",34879546700; 14632859900; 55481055000,A service-oriented mobile cloud middleware framework for provisioning mobile sensing as a service,2016,Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS,2016-January,,7384287,124,131,,3,10.1109/ICPADS.2015.24,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964652748&partnerID=40&md5=dd5dc4f0b8f24651ea6f964be0279908,Conference Paper,Final,,Scopus,2-s2.0-84964652748
"Gajera, H., Naik, S., Das, M.N.L.",57189870946; 57192372370; 57203731450,On the security of “verifiable privacy-preserving monitoring for cloud-assisted mhealth systems”,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10063 LNCS,,,324,335,,3,10.1007/978-3-319-49806-5_17,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006078205&partnerID=40&md5=8eba7c71ba2bb309f254e5abd1782589,Conference Paper,Final,,Scopus,2-s2.0-85006078205
"Sadki, S., El Bakkali, H.",56463993600; 36968108700,Resolving conflicting privacy policies in M-health based on prioritization,2016,Scalable Computing,17,3,,207,226,,3,10.12694/scpe.v17i3.1181,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986308427&partnerID=40&md5=8859a89318d7a3c334b76b2724c49a7f,Article,Final,Open Access,Scopus,2-s2.0-84986308427
"Zimeras, S.",15849885800,Computer virus models and analysis in M-health IT systems: Computer virus models,2016,M-Health Innovations for Patient-Centered Care,,,,284,297,,3,10.4018/978-1-4666-9861-1.ch014,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982227565&partnerID=40&md5=666e979c1b83135b165c7c80f166cbe5,Book Chapter,Final,,Scopus,2-s2.0-84982227565
"Waegemann, C.P.",6603743856,"mHealth: History, analysis, and implementation",2016,M-Health Innovations for Patient-Centered Care,,,,1,19,,3,10.4018/978-1-4666-9861-1.ch001,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982204049&partnerID=40&md5=5b99260e3b4f29ee8ab96c5f965fb18a,Book Chapter,Final,,Scopus,2-s2.0-84982204049
"Hordern, V.",8930432800,Data Protection Compliance in the Age of Digital Health,2016,European Journal of Health Law,23,3,,248,264,,3,10.1163/15718093-12341393,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978033961&partnerID=40&md5=487f5dbd53911cbee6eb4210642212f7,Article,Final,,Scopus,2-s2.0-84978033961
"Zeb, K., Saleem, K., Al Muhtadi, J., Thuemmler, C.",56436780900; 24766676700; 6602495413; 16744834500,U-prove based security framework for mobile device authentication in eHealth networks,2016,"2016 IEEE 18th International Conference on e-Health Networking, Applications and Services, Healthcom 2016",,,7749518,,,,2,10.1109/HealthCom.2016.7749518,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006423721&partnerID=40&md5=3eb5a98ae5e2c80d0246c1eb4649c008,Conference Paper,Final,,Scopus,2-s2.0-85006423721
"Metelmann, B., Metelmann, C.",56454456200; 56454339200,Medical simulation center as a model for testing mHealth concepts in prehospital emergency medicine,2016,"Proceedings of the 2016 Federated Conference on Computer Science and Information Systems, FedCSIS 2016",,,7733436,1423,1426,,2,10.15439/2016F540,https://www.scopus.com/inward/record.url?eid=2-s2.0-85007271131&partnerID=40&md5=b1c6b7177e9acff409d60b5aa30581b0,Conference Paper,Final,Open Access,Scopus,2-s2.0-85007271131
"Agarkhed, J., Mundewadi, S., Patil, S.S., Sunita",23391885200; 57191613428; 57191617087; 57191610173,Mobile Health Monitoring System using cloud computing,2016,"Proceedings of the 2016 IEEE International Conference on Wireless Communications, Signal Processing and Networking, WiSPNET 2016",,,7566347,1301,1305,,2,10.1109/WiSPNET.2016.7566347,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992093397&partnerID=40&md5=4270f219083004be1de2b0b868b14be6,Conference Paper,Final,,Scopus,2-s2.0-84992093397
"Katurura, M., Cilliers, L.",57191036934; 56381524000,The extent to which the POPI act makes provision for patient privacy in mobile personal health record systems,2016,"2016 IST-Africa Conference, IST-Africa 2016",,,7530595,,,,2,10.1109/ISTAFRICA.2016.7530595,https://www.scopus.com/inward/record.url?eid=2-s2.0-84985998515&partnerID=40&md5=52114aeae0e9dae7f90776f89e3f488a,Conference Paper,Final,,Scopus,2-s2.0-84985998515
"Böckmann, B.",55642187900,Mobile IT: Possibilities and barriers of mHealth | Mobile IT: Chancen und Hindernisse von mHealth,2016,Radiologe,56,4,,371,374,,2,10.1007/s00117-015-0047-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-84948389686&partnerID=40&md5=8f4c93e2980afdc00143c830f621c9f2,Article,Final,,Scopus,2-s2.0-84948389686
"Atat, R., Liu, L., Yi, Y.",55210019400; 16307442200; 42561941900,Privacy protection scheme for ehealth systems: A stochastic geometry approach,2016,"2016 IEEE Global Communications Conference, GLOBECOM 2016 - Proceedings",,,7842169,,,,2,10.1109/GLOCOM.2016.7842169,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015378444&partnerID=40&md5=2b95764e79a581e627cce3f30efbfb8f,Conference Paper,Final,,Scopus,2-s2.0-85015378444
"van der Kop, M.L., Muhula, S., Ekström, A.M., Jongbloed, K., Smillie, K., Abunah, B., Kinagwi, K., Kyomuhangi, L.B., Gelmon, L., Ojakaa, D.I., Lester, R.T., Awiti, P.O.",47761589500; 56495419300; 7005951520; 55748608100; 53064547900; 57193007229; 55759477800; 55759243800; 6507464932; 41661887300; 15051914100; 55759158600,Participation in a mobile health intervention trial to improve retention in HIV care: does gender matter?,2016,Journal of Telemedicine and Telecare,23,2,,314,320,,2,10.1177/1357633X16643457,https://www.scopus.com/inward/record.url?eid=2-s2.0-85009977231&partnerID=40&md5=994c941452ec6b20ff6f7725c33adc98,Article,Final,,Scopus,2-s2.0-85009977231
"Meng, D., Wang, W., Luo, E., Wang, G.",57191863739; 57022504100; 57023357400; 56039387600,Attribute-based traceable anonymous proxy signature strategy for mobile healthcare,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10066 LNCS,,,178,189,,2,10.1007/978-3-319-49148-6_16,https://www.scopus.com/inward/record.url?eid=2-s2.0-84996761529&partnerID=40&md5=188737ed82dc23efc5753f3a3b48b2ac,Conference Paper,Final,,Scopus,2-s2.0-84996761529
"Mirza, F., Mirza, A., Chung, C.Y.S., Sundaram, D.",52664014200; 57190279002; 56496029800; 6602562990,"Sustainable, holistic, adaptable, real-time, and precise (SHARP) approach towards developing health and wellness systems",2016,Communications in Computer and Information Science,670,,,157,171,,2,10.1007/978-3-319-48021-3_11,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994082369&partnerID=40&md5=81eda7ddce831d134c6fab2b06b9b7aa,Conference Paper,Final,,Scopus,2-s2.0-84994082369
"Prochaska, M.T., Press, V.G., Meltzer, D.O., Arora, V.M.",21935040600; 32267496000; 7004705151; 10140511000,Patient perceptions of wearable face-mounted computing technology and the effect on the doctor-patient relationship,2016,Applied Clinical Informatics,7,4,,946,953,,2,10.4338/ACI-2016-06-LE-0094,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992450929&partnerID=40&md5=551a34c9b2218cbb4a77a3e54ac303b9,Letter,Final,,Scopus,2-s2.0-84992450929
"Poropatich, R., Presson, N., Gilbert, G.",6602106265; 55843530200; 55422881900,Telemedicine and mHealth odyssey: A journey from the battlefield to academia,2016,Proceedings of SPIE - The International Society for Optical Engineering,9836,, 98360V,,,,2,10.1117/12.2223333,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991510619&partnerID=40&md5=15d3e3856bcc2cf56abea5d0101488db,Conference Paper,Final,,Scopus,2-s2.0-84991510619
"Tambe, S.B., Thool, R.C., Thool, V.R.",57132421800; 6504236980; 6506482199,Cluster Based Wireless Mobile Healthcare System for Physiological Data Monitoring,2016,Procedia Computer Science,78,,,40,47,,2,10.1016/j.procs.2016.02.008,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988659946&partnerID=40&md5=f5224c8ddb240cfe8c88c7f3b20306bb,Conference Paper,Final,Open Access,Scopus,2-s2.0-84988659946
"Philip, N.Y., Rehman, I.U.",56030280400; 56566278600,Towards 5G health for medical video streaming over small cells,2016,IFMBE Proceedings,57,,,1087,1092,,2,10.1007/978-3-319-32703-7_214,https://www.scopus.com/inward/record.url?eid=2-s2.0-84968527933&partnerID=40&md5=8cf40770c092153385b6d1b22906f1fe,Conference Paper,Final,,Scopus,2-s2.0-84968527933
"Geller, N.L., Kim, D.-Y., Tian, X.",7006117401; 36079213300; 57209881858,Smart technology in lung disease clinical trials,2016,Chest,149,1,,22,26,,2,10.1378/chest.15-1314,https://www.scopus.com/inward/record.url?eid=2-s2.0-84954179194&partnerID=40&md5=a54186829f60056ea69a298869424a70,Note,Final,,Scopus,2-s2.0-84954179194
"Sears, C., Andersson, Z., Cann, M.",57195309853; 57190588681; 57195309503,Referral systems to integrate health and economic strengthening services for people with HIV: A qualitative assessment in Malawi,2016,Global Health Science and Practice,4,4,,610,625,,1,10.9745/GHSP-D-16-00195,https://www.scopus.com/inward/record.url?eid=2-s2.0-85026904163&partnerID=40&md5=23f83288a8b958e7e474672bd9ecc57d,Article,Final,Open Access,Scopus,2-s2.0-85026904163
"Ruotsalainen, P.S.",56225377700,"Privacy, Trust and Security in Two-Sided Markets",2016,E-Health Two-Sided Markets: Implementation and Business Models,,,,65,89,,1,10.1016/B978-0-12-805250-1.00005-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019498511&partnerID=40&md5=6666f24d556aeefd1e01aecbf0588acc,Book Chapter,Final,,Scopus,2-s2.0-85019498511
"Wen, C.L.",7201367186,"Telemedicine, eHealth and Remote Care Systems",2016,Global Health Informatics: How Information Technology Can Change Our Lives in a Globalized World,,,,168,194,,1,10.1016/B978-0-12-804591-6.00009-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027191001&partnerID=40&md5=0c50945b5e588070b7b165fe075ce222,Book Chapter,Final,,Scopus,2-s2.0-85027191001
"Gutierrez, M.A., Moreno, R.A., Rebelo, M.S.",35581214400; 55667519700; 7006671507,Information and Communication Technologies and Global Health Challenges,2016,Global Health Informatics: How Information Technology Can Change Our Lives in a Globalized World,,,,50,93,,1,10.1016/B978-0-12-804591-6.00004-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027147598&partnerID=40&md5=2ef107fbb49e406e0d8a3b93c156a766,Book Chapter,Final,,Scopus,2-s2.0-85027147598
"Kang, J.J., Luan, T.H., Larkin, H.",56727031400; 35248369400; 17434395600,Inference system of body sensors for health and internet of things networks,2016,ACM International Conference Proceeding Series,,,,94,98,,1,10.1145/3007120.3007145,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015022840&partnerID=40&md5=d05c4dd64a5d85f3746f345b7fc45143,Conference Paper,Final,,Scopus,2-s2.0-85015022840
"Haun, J.N., Chavez, M., Nazi, K.M., Antinori, N.",16241234200; 57203658488; 6507180148; 55445374800,Developing a health information technology systems matrix: A qualitative participatory approach,2016,Journal of Medical Internet Research,18,10, e266,,,,1,10.2196/jmir.6499,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994432466&partnerID=40&md5=213f946c4a2c557a4e674569822e76fe,Article,Final,Open Access,Scopus,2-s2.0-84994432466
"Slathia, R., Jeyanthi, N.",56656631700; 54917526300,Internet of things in mobile health care (IoT-m health),2016,International Journal of Pharmacy and Technology,8,3,,15901,15916,,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992358983&partnerID=40&md5=c624b174a91e5d177520971093803cbe,Article,Final,,Scopus,2-s2.0-84992358983
"Bainbridge, W.S.",7003524605,Ethical Challenges of Ubiquitous Health Care,2016,Wireless Computing in Medicine: From Nano to Cloud with Ethical and Legal Implications,,,,475,506,,1,10.1002/9781118993620.ch17,https://www.scopus.com/inward/record.url?eid=2-s2.0-84987752619&partnerID=40&md5=b9b70ba5ca0642f58b3a876d0440877f,Book Chapter,Final,,Scopus,2-s2.0-84987752619
"Sasaki, H.",7404444110,A smartphone app provides preventive care for the elderly with dementia,2016,"2016 IEEE 32nd International Conference on Data Engineering Workshops, ICDEW 2016",,,7495615,50,53,,1,10.1109/ICDEW.2016.7495615,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982830417&partnerID=40&md5=7cb5860b8bd70b94a165b1aacba562d2,Conference Paper,Final,,Scopus,2-s2.0-84982830417
"Sloane, E.B., Gehlot, V.",7004155797; 6603125366,"Improved population health surveillance and chronic disease management using secure email: Application of the DIRECT, IEEE 11073, HITSP, and IHE standards and protocols",2016,"Proceedings of the 18th Mediterranean Electrotechnical Conference: Intelligent and Efficient Technologies and Services for the Citizen, MELECON 2016",,,7495464,,,,1,10.1109/MELCON.2016.7495464,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979304646&partnerID=40&md5=c9c4a6fb0cfcf14af321fc3a319dfcaa,Conference Paper,Final,,Scopus,2-s2.0-84979304646
"Arun, V., Padma, S.K., Shyam, V.",57190340812; 55367244300; 57190344277,Mobile admittance of health information with privacy and analysis in telemedicine,2016,"International Conference on Trends in Automation, Communication and Computing Technologies, I-TACT 2015",,,7492655,,,,1,10.1109/ITACT.2015.7492655,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979302737&partnerID=40&md5=07a670e859a29061abb57942c87f9ca1,Conference Paper,Final,,Scopus,2-s2.0-84979302737
"Mao, K., Chen, J., Liu, J., Wang, M.",14030455300; 55909160300; 55682417200; 55732044700,Security enhancement on an authentication scheme for privacy preservation in Ubiquitous Healthcare System,2016,"Proceedings of 2015 4th International Conference on Computer Science and Network Technology, ICCSNT 2015",,,7490882,885,892,,1,10.1109/ICCSNT.2015.7490882,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979210809&partnerID=40&md5=cc6358d5b0d1807790bbe05fbf262107,Conference Paper,Final,,Scopus,2-s2.0-84979210809
"Jian-zhong, Z., Yong-yi, H.",57192676826; 56429599500,A new method for appearance quality detection of lens module based on machine vision,2016,Telkomnika (Telecommunication Computing Electronics and Control),14,2A,,343,350,,1,10.12928/TELKOMNIKA.v14i2A.4345,https://www.scopus.com/inward/record.url?eid=2-s2.0-85007366396&partnerID=40&md5=6cc75c870cee4b9af649ed8dcbe9d1b5,Article,Final,Open Access,Scopus,2-s2.0-85007366396
"Dlugaszek, M., Gumprecht, J., Berdzik-Kalarus, S., Chodkowski, A., Nabrdalik, K.",56049271600; 57189072603; 56695126100; 56383021400; 55670505800,Telemedicine in response to challenges of modern diabetology,2016,Clinical Diabetology,5,1,,22,25,,1,10.5603/DK.2016.0004,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015838863&partnerID=40&md5=b43613ddf6f851a844e77bbfa43ca7ea,Review,Final,Open Access,Scopus,2-s2.0-85015838863
"Mvelase, P., Dlamini, Z., Dludla, A., Sithole, H.",40761997600; 56017010500; 56032401400; 6506453649,Integration of smart wearable mobile devices and cloud computing in South African healthcare,2016,eChallenges e-2015 Conference Proceedings,,,7441084,,,,1,10.1109/eCHALLENGES.2015.7441084,https://www.scopus.com/inward/record.url?eid=2-s2.0-84966666566&partnerID=40&md5=25fdc7f8ca87c5ad2e2cd13c35d5e4e2,Conference Paper,Final,,Scopus,2-s2.0-84966666566
"Vigneshwaran, U., Sankaranarayanan, S.",57191276592; 35079304100,Frame based biometric authentication system for healthcare,2016,ACM International Conference Proceeding Series,04-05-March-2016,, a88,,,,1,10.1145/2905055.2905147,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988640521&partnerID=40&md5=4df427eabc7db1808cb4473c322925a4,Conference Paper,Final,,Scopus,2-s2.0-84988640521
"?entürk, A., ?entürk, Z.K., Kara, R.",15123190100; 57188848823; 35558579000,Comparison of real time image transfer in wireless multimedia sensor networks,2016,ELECO 2015 - 9th International Conference on Electrical and Electronics Engineering,,,7394646,1226,1228,,1,10.1109/ELECO.2015.7394646,https://www.scopus.com/inward/record.url?eid=2-s2.0-84963830304&partnerID=40&md5=24c2d44251531056bcac8d9f4c96cb85,Conference Paper,Final,,Scopus,2-s2.0-84963830304
"Wan, K., Alagar, V.",8928667000; 35616203700,"Context-aware, knowledge-intensive, and patient-centric Mobile Health Care Model",2016,"2015 12th International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2015",,,7382303,2253,2260,,1,10.1109/FSKD.2015.7382303,https://www.scopus.com/inward/record.url?eid=2-s2.0-84966560308&partnerID=40&md5=87330444153fa7cd35261297602cb773,Conference Paper,Final,,Scopus,2-s2.0-84966560308
"Sethia, D., Gupta, D., Saran, H., Agrawal, R., Gaur, A.",35520212900; 57205771151; 6701635700; 57205781969; 57200211786,Mutual authentication protocol for secure NFC based mobile healthcard,2016,"Proceedings of the International Conferences on ICT, Society, and Human Beings 2016, Web Based Communities and Social Media 2016, Big Data Analytics, Data Mining and Computational Intelligence 2016 and Theory and Practice in Modern Computing 2016 - Part of the Multi Conference on Computer Science and Information Systems 2016",,,,195,202,,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040238398&partnerID=40&md5=ad9a03b93958b2983fe7d5fd5e9c4ef4,Conference Paper,Final,,Scopus,2-s2.0-85040238398
"Lawrence, E., Struthers, P., Van Hove, G.",56206205700; 24588110900; 6506816613,A mobile school-based HCT service - Is it youth friendly?,2016,Sahara J,13,1,,123,135,,1,10.1080/17290376.2016.1222597,https://www.scopus.com/inward/record.url?eid=2-s2.0-85010924614&partnerID=40&md5=3f876f89334e9e5809ca64e1f8d4042f,Article,Final,Open Access,Scopus,2-s2.0-85010924614
"Rivero-García, A., Hernández-Goya, C., Santos-González, I., Caballero-Gil, P.",56204372700; 12807315000; 56204528100; 8881576700,Patients’ data management system through identity based encryption,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10070 LNCS,,,513,523,,1,10.1007/978-3-319-48799-1_55,https://www.scopus.com/inward/record.url?eid=2-s2.0-85009809575&partnerID=40&md5=b299d23ca8b0aa69d1c3657e576325aa,Conference Paper,Final,,Scopus,2-s2.0-85009809575
"Pal, D., Senchury, G., Khethavath, P.",56028319100; 57191406475; 55934957500,Secure and privacy preserving mobile healthcare data exchange usingcloud service,2016,Communications in Computer and Information Science,625,,,213,224,,1,10.1007/978-981-10-2738-3_18,https://www.scopus.com/inward/record.url?eid=2-s2.0-84989854967&partnerID=40&md5=e4e3128a0af928ea700860c1b57056a3,Conference Paper,Final,,Scopus,2-s2.0-84989854967
"Tagliente, I., Solvoll, T., Trieste, L., De Cecco, C.N., Murgia, F., Bella, S.",56460322800; 25936911400; 55505887700; 18534836600; 46261393400; 6701843434,Which indicators for measuring the daily physical activity? An overview on the challenges and technology limits for Telehealth applications,2016,Technology and Health Care,24,5,,665,672,,1,10.3233/THC-161216,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988557271&partnerID=40&md5=5572813903c5bf04e99f7383e75a2ad1,Review,Final,,Scopus,2-s2.0-84988557271
"Rahman, F., Addo, I.D., Ahamed, S.I., Yang, J.-J., Wang, Q.",25722157200; 55884321000; 7005199740; 15030370600; 57020582000,Privacy challenges and goals in mHealth systems,2016,Advances in Computers,102,,,47,62,,1,10.1016/bs.adcom.2016.05.004,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979516786&partnerID=40&md5=b98644eca00c4003735536b6640e0856,Book Chapter,Final,,Scopus,2-s2.0-84979516786
"Behrooz, S., Marsh, S.",57190341806; 7202501565,A trust-based framework for information sharing between mobile health care applications,2016,IFIP Advances in Information and Communication Technology,473,,,79,95,,1,10.1007/978-3-319-41354-9_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979284924&partnerID=40&md5=f0edaf3460a1067ec56a22541ac600da,Conference Paper,Final,,Scopus,2-s2.0-84979284924
"Pustozerov, E., Von Jan, U., Albrecht, U.-V.",56282728200; 6602787574; 7006166731,Evaluation of mHealth applications security based on application permissions,2016,Studies in Health Technology and Informatics,226,,,241,244,,1,10.3233/978-1-61499-664-4-241,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978763793&partnerID=40&md5=83f9c15b46889aebe51c7331a3c27dda,Conference Paper,Final,,Scopus,2-s2.0-84978763793
"Liu, Y., Wang, L., Chang, P., Lamb, K.V., Cui, Y., Wua, Y.",36548821400; 57190249035; 22033373300; 7006975847; 57190261573; 57190247067,What features of smartphone medication applications are patients with chronic diseases and caregivers looking for?,2016,Studies in Health Technology and Informatics,225,,,515,519,,1,10.3233/978-1-61499-658-3-515,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978648866&partnerID=40&md5=42f2346419861900b57a91f1018cc6dc,Conference Paper,Final,,Scopus,2-s2.0-84978648866
"Schwartz, B., Baca, A.",55841770800; 20233372600,Wearables and apps - Modern diagnostic frameworks for health promotion through sport | Wearables und apps als moderne diagnostische frameworks zur Gesundheitsförderung durch Sport,2016,Deutsche Zeitschrift fur Sportmedizin,67,6,,131,136,,1,10.5960/dzsm.2016.237,https://www.scopus.com/inward/record.url?eid=2-s2.0-84975263713&partnerID=40&md5=c12134a16e2ec348ec61f6ea9fc0de97,Review,Final,Open Access,Scopus,2-s2.0-84975263713
